year,period,periodName,latest,value,footnotes,calculations,Category,Year-Month
2020,M03,March,,533.885,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '-0.8', '6': '2.2', '12': '1.5'}}",CUUR0000SEMF01,2020-03
2020,M02,February,,535.548,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.5', '3': '1.4', '6': '1.7', '12': '2.4'}}",CUUR0000SEMF01,2020-02
2020,M01,January,,538.154,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '1.6', '6': '2.5', '12': '2.5'}}",CUUR0000SEMF01,2020-01
2019,M12,December,,537.946,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.8', '3': '3.0', '6': '2.9', '12': '3.0'}}",CUUR0000SEMF01,2019-12
2019,M11,November,,528.285,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '0.3', '6': '0.4', '12': '0.5'}}",CUUR0000SEMF01,2019-11
2019,M10,October,,529.635,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.4', '3': '0.9', '6': '0.3', '12': '1.0'}}",CUUR0000SEMF01,2019-10
2019,M09,September,,522.518,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.8', '3': '-0.1', '6': '-0.7', '12': '-1.1'}}",CUUR0000SEMF01,2019-09
2019,M08,August,,526.629,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.0', '6': '0.7', '12': '-0.7'}}",CUUR0000SEMF01,2019-08
2019,M07,July,,524.829,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '-0.6', '6': '-0.1', '12': '-0.8'}}",CUUR0000SEMF01,2019-07
2019,M06,June,,522.957,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.7', '3': '-0.6', '6': '0.2', '12': '-2.0'}}",CUUR0000SEMF01,2019-06
2019,M05,May,,526.439,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '0.7', '6': '0.2', '12': '-1.0'}}",CUUR0000SEMF01,2019-05
2019,M04,April,,528.008,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.6', '6': '0.7', '12': '0.3'}}",CUUR0000SEMF01,2019-04
2019,M03,March,,526.097,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '0.8', '6': '-0.4', '12': '-0.4'}}",CUUR0000SEMF01,2019-03
2019,M02,February,,522.971,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '-0.5', '6': '-1.4', '12': '-1.2'}}",CUUR0000SEMF01,2019-02
2019,M01,January,,525.103,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '0.1', '6': '-0.7', '12': '-0.5'}}",CUUR0000SEMF01,2019-01
2018,M12,December,,522.105,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.6', '3': '-1.1', '6': '-2.2', '12': '-0.6'}}",CUUR0000SEMF01,2018-12
2018,M11,November,,525.494,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '-0.9', '6': '-1.2', '12': '0.6'}}",CUUR0000SEMF01,2018-11
2018,M10,October,,524.37,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.7', '3': '-0.8', '6': '-0.4', '12': '0.8'}}",CUUR0000SEMF01,2018-10
2018,M09,September,,528.124,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '-1.0', '6': '0.0', '12': '1.2'}}",CUUR0000SEMF01,2018-09
2018,M08,August,,530.165,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '-0.3', '6': '0.2', '12': '0.8'}}",CUUR0000SEMF01,2018-08
2018,M07,July,,528.865,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.9', '3': '0.5', '6': '0.2', '12': '0.9'}}",CUUR0000SEMF01,2018-07
2018,M06,June,,533.72,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.1', '6': '1.6', '12': '3.2'}}",CUUR0000SEMF01,2018-06
2018,M05,May,,531.692,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.0', '3': '0.5', '6': '1.8', '12': '3.7'}}",CUUR0000SEMF01,2018-05
2018,M04,April,,526.345,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '-0.3', '6': '1.2', '12': '2.7'}}",CUUR0000SEMF01,2018-04
2018,M03,March,,528.167,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '0.5', '6': '1.2', '12': '1.9'}}",CUUR0000SEMF01,2018-03
2018,M02,February,,529.279,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.3', '6': '0.6', '12': '2.1'}}",CUUR0000SEMF01,2018-02
2018,M01,January,,527.767,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.4', '6': '0.7', '12': '2.4'}}",CUUR0000SEMF01,2018-01
2023,M09,September,True,385.433,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '1.3', '6': '2.8', '12': '7.2'}}",CUUR0000SAH1,2023-09
2023,M08,August,,383.221,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.2', '6': '2.9', '12': '7.3'}}",CUUR0000SAH1,2023-08
2023,M07,July,,382.226,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.5', '6': '3.4', '12': '7.7'}}",CUUR0000SAH1,2023-07
2023,M06,June,,380.594,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.5', '6': '3.7', '12': '7.8'}}",CUUR0000SAH1,2023-06
2023,M05,May,,378.776,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '1.7', '6': '4.0', '12': '8.0'}}",CUUR0000SAH1,2023-05
2023,M04,April,,376.636,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.9', '6': '4.0', '12': '8.1'}}",CUUR0000SAH1,2023-04
2023,M03,March,,374.971,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '2.2', '6': '4.2', '12': '8.2'}}",CUUR0000SAH1,2023-03
2023,M02,February,,372.51,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.8', '3': '2.3', '6': '4.3', '12': '8.1'}}",CUUR0000SAH1,2023-02
2023,M01,January,,369.585,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '2.1', '6': '4.1', '12': '7.9'}}",CUUR0000SAH1,2023-01
2022,M12,December,,366.868,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '2.0', '6': '3.9', '12': '7.5'}}",CUUR0000SAH1,2022-12
2022,M11,November,,364.195,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '1.9', '6': '3.9', '12': '7.1'}}",CUUR0000SAH1,2022-11
2022,M10,October,,362.093,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '2.0', '6': '3.9', '12': '6.9'}}",CUUR0000SAH1,2022-10
2022,M09,September,,359.704,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '1.9', '6': '3.8', '12': '6.6'}}",CUUR0000SAH1,2022-09
2022,M08,August,,357.264,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '1.9', '6': '3.7', '12': '6.2'}}",CUUR0000SAH1,2022-08
2022,M07,July,,354.935,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '1.9', '6': '3.6', '12': '5.7'}}",CUUR0000SAH1,2022-07
2022,M06,June,,352.967,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '1.8', '6': '3.4', '12': '5.6'}}",CUUR0000SAH1,2022-06
2022,M05,May,,350.58,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '1.7', '6': '3.1', '12': '5.5'}}",CUUR0000SAH1,2022-05
2022,M04,April,,348.389,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.7', '6': '2.9', '12': '5.1'}}",CUUR0000SAH1,2022-04
2022,M03,March,,346.618,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '1.6', '6': '2.7', '12': '5.0'}}",CUUR0000SAH1,2022-03
2022,M02,February,,344.607,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '1.4', '6': '2.5', '12': '4.7'}}",CUUR0000SAH1,2022-02
2022,M01,January,,342.604,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.2', '6': '2.0', '12': '4.4'}}",CUUR0000SAH1,2022-01
2021,M12,December,,341.241,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.1', '6': '2.1', '12': '4.1'}}",CUUR0000SAH1,2021-12
2021,M11,November,,339.997,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.1', '6': '2.3', '12': '3.8'}}",CUUR0000SAH1,2021-11
2021,M10,October,,338.671,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.9', '6': '2.2', '12': '3.5'}}",CUUR0000SAH1,2021-10
2021,M09,September,,337.451,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.0', '6': '2.2', '12': '3.2'}}",CUUR0000SAH1,2021-09
2021,M08,August,,336.284,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '1.2', '6': '2.2', '12': '2.8'}}",CUUR0000SAH1,2021-08
2021,M07,July,,335.812,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.3', '6': '2.3', '12': '2.8'}}",CUUR0000SAH1,2021-07
2021,M06,June,,334.222,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '1.2', '6': '2.0', '12': '2.6'}}",CUUR0000SAH1,2021-06
2021,M05,May,,332.454,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.0', '6': '1.5', '12': '2.2'}}",CUUR0000SAH1,2021-05
2021,M04,April,,331.354,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.9', '6': '1.2', '12': '2.1'}}",CUUR0000SAH1,2021-04
2021,M03,March,,330.122,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.7', '6': '0.9', '12': '1.7'}}",CUUR0000SAH1,2021-03
2021,M02,February,,329.005,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.5', '6': '0.6', '12': '1.5'}}",CUUR0000SAH1,2021-02
2021,M01,January,,328.282,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.3', '6': '0.5', '12': '1.6'}}",CUUR0000SAH1,2021-01
2020,M12,December,,327.702,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.2', '6': '0.6', '12': '1.8'}}",CUUR0000SAH1,2020-12
2020,M11,November,,327.435,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.1', '6': '0.7', '12': '1.9'}}",CUUR0000SAH1,2020-11
2020,M10,October,,327.273,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.2', '6': '0.8', '12': '2.0'}}",CUUR0000SAH1,2020-10
2020,M09,September,,327.116,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.4', '6': '0.8', '12': '2.0'}}",CUUR0000SAH1,2020-09
2020,M08,August,,326.997,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.5', '6': '0.8', '12': '2.3'}}",CUUR0000SAH1,2020-08
2020,M07,July,,326.58,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.6', '6': '1.1', '12': '2.3'}}",CUUR0000SAH1,2020-07
2020,M06,June,,325.814,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.4', '6': '1.3', '12': '2.4'}}",CUUR0000SAH1,2020-06
2020,M05,May,,325.265,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.3', '6': '1.2', '12': '2.5'}}",CUUR0000SAH1,2020-05
2020,M04,April,,324.522,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '0.5', '6': '1.2', '12': '2.6'}}",CUUR0000SAH1,2020-04
2020,M03,March,,324.615,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.9', '6': '1.3', '12': '3.0'}}",CUUR0000SAH1,2020-03
2020,M02,February,,324.254,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.9', '6': '1.4', '12': '3.3'}}",CUUR0000SAH1,2020-02
2020,M01,January,,323.053,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.7', '6': '1.2', '12': '3.3'}}",CUUR0000SAH1,2020-01
2019,M12,December,,321.766,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.4', '6': '1.1', '12': '3.2'}}",CUUR0000SAH1,2019-12
2019,M11,November,,321.267,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.5', '6': '1.3', '12': '3.3'}}",CUUR0000SAH1,2019-11
2019,M10,October,,320.762,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.5', '6': '1.4', '12': '3.3'}}",CUUR0000SAH1,2019-10
2019,M09,September,,320.569,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.7', '6': '1.7', '12': '3.5'}}",CUUR0000SAH1,2019-09
2019,M08,August,,319.679,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.8', '6': '1.8', '12': '3.4'}}",CUUR0000SAH1,2019-08
2019,M07,July,,319.136,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.9', '6': '2.1', '12': '3.5'}}",CUUR0000SAH1,2019-07
2019,M06,June,,318.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.0', '6': '2.1', '12': '3.5'}}",CUUR0000SAH1,2019-06
2019,M05,May,,317.188,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.1', '6': '2.0', '12': '3.3'}}",CUUR0000SAH1,2019-05
2019,M04,April,,316.263,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.1', '6': '1.9', '12': '3.4'}}",CUUR0000SAH1,2019-04
2019,M03,March,,315.135,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.1', '6': '1.8', '12': '3.4'}}",CUUR0000SAH1,2019-03
2019,M02,February,,313.88,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.9', '6': '1.5', '12': '3.4'}}",CUUR0000SAH1,2019-02
2019,M01,January,,312.696,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.7', '6': '1.4', '12': '3.2'}}",CUUR0000SAH1,2019-01
2018,M12,December,,311.652,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.6', '6': '1.3', '12': '3.2'}}",CUUR0000SAH1,2018-12
2018,M11,November,,310.95,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.5', '6': '1.3', '12': '3.2'}}",CUUR0000SAH1,2018-11
2018,M10,October,,310.382,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.6', '6': '1.5', '12': '3.2'}}",CUUR0000SAH1,2018-10
2018,M09,September,,309.702,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '0.7', '6': '1.6', '12': '3.3'}}",CUUR0000SAH1,2018-09
2018,M08,August,,309.296,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.8', '6': '1.9', '12': '3.4'}}",CUUR0000SAH1,2018-08
2018,M07,July,,308.393,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.9', '6': '1.8', '12': '3.5'}}",CUUR0000SAH1,2018-07
2018,M06,June,,307.521,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.9', '6': '1.8', '12': '3.4'}}",CUUR0000SAH1,2018-06
2018,M05,May,,306.913,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '1.1', '6': '1.9', '12': '3.5'}}",CUUR0000SAH1,2018-05
2018,M04,April,,305.716,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.9', '6': '1.6', '12': '3.4'}}",CUUR0000SAH1,2018-04
2018,M03,March,,304.847,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.4', '3': '0.9', '6': '1.7', '12': '3.3'}}",CUUR0000SAH1,2018-03
2018,M02,February,,303.653,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '0.8', '6': '1.5', '12': '3.1'}}",CUUR0000SAH1,2018-02
2018,M01,January,,302.928,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '0.7', '6': '1.7', '12': '3.2'}}",CUUR0000SAH1,2018-01
